,Artist,Title,Mood
1899,The Raveonettes,Evil Seeds,angry
1900,Atreyu,Lonely,sad
1901,Finger Eleven,Stay In Shadow,sad
1902,Lacuna Coil,I Won't Tell You,angry
1903,Serj Tankian,Sky Is Over,relaxed
1904,Buckcherry,Broken Glass,sad
1905,Joss Stone,Bruised But Not Broken,angry
1906,Janet Jackson,Because Of Love,happy
1907,Framing Hanley,You Stupid Girl,sad
1908,Los Primos De Durango,Se Me Antoja Tu Piel,sad
1909,Alexander O'Neal,Innocent,relaxed
1910,Raheem DeVaughn,Nobody Wins A War ,angry
1911,Prince,Sexy Dancer,happy
1912,Ledisi,Love Never Changes,happy
1913,Unwritten Law,Save Me,sad
1914,Gwar,A Gathering Of Ghouls,angry
1915,BarlowGirl,Stay With Me,angry
1916,British Sea Power,Oh Larsen B,sad
1917,Neil Young,Angry World,angry
1918,Sneaker Pimps,Bloodsport,happy
1919,Yeah Yeah Yeahs,Dull Life,angry
1920,Chalino Sanchez,Corazoncito Tirano,sad
1921,J Dilla,U-Love,happy
1922,Wavves,Super Soaker,sad
1923,Film School,Sunny Day,happy
1924,Belle & Sebastian,The Ghost Of Rockschool,relaxed
1925,M. Ward,Blake's View,sad
1926,Hannah Montana,Gonna Get This ,relaxed
1927,Joyce Sims,All And All,relaxed
1928,Skillet,Live Free Or Let Me Die,angry
1929,The Smithereens,Too Much Passion,happy
1930,Bobby Womack,Lookin' For A Love,happy
1931,Vanessa Williams,Lazy Afternoon,sad
1932,"Harry Connick, Jr.",Just Kiss Me,happy
1933,Jonathan Nelson,How Great Is Our God ,happy
1934,Buddy Guy,I Smell Trouble,angry
1935,The Prodigy,One Love,happy
1936,The Vaselines,You Think You're A Man,relaxed
1937,Mishka,Above The Bones,relaxed
1938,Azure Ray,The Drinks We Drank Last Night,sad
1939,The Flaming Lips,The Sparrow Looks Up At The Machine,sad
1940,Tommy Dorsey & His Orchestra,I'll Never Smile Again,happy
1941,Louis Armstrong,We Have All The Time In The World,happy
1942,Alkaline Trio,Time To Waste,sad
1943,Marc Anthony,Hasta Que Vuelvas Conmigo ,sad
1944,The Carpenters,Ticket To Ride,sad
1945,Jazmine Sullivan,After The Hurricane,angry
1946,Beres Hammond,Try If You Want,angry
1947,Alaine,Heavenly,happy
1948,John Pizzarelli,Happy Talk,relaxed
1949,Ray Charles,Somewhere Over The Rainbow ,relaxed
1950,U2,Pride ,happy
1951,Guns N' Roses,Paradise City ,relaxed
1952,Skeeter Davis,I Can't Stay Mad At You,angry
1953,Cascada,Miracle,happy
1954,Teddy Pendergrass,"Easy, Easy, Got To Take It Easy",relaxed
1955,Armin Van Buuren,In And Out Of Love,happy
1956,Glen Campbell,Dream Baby ,relaxed
1957,Disturbed,Believe,angry
1958,Los Traileros Del Norte,Anoche Estuve Llorando,sad
1959,Queen Latifah,Weekend Love,happy
1960,The Beatles,I'm Happy Just To Dance With You,happy
1961,Midlake,Head Home,relaxed
1962,Joan Sebastian,Amor Limosnero,sad
1963,The Kills,Getting Down,angry
1964,Slayer,Necrophobic,sad
1965,Tame Impala,The Bold Arrow Of Time,sad
1966,Buke And Gass,Naked Cities,sad
1967,We Are Scientists,Pittsburgh,relaxed
1968,Orange Juice,Falling And Laughing,angry
1969,Two Door Cinema Club,Undercover Martyn,sad
1970,Catie Curtis,My Shirt Looks Good On You,happy
1971,Raul Malo,You're Only Lonely,sad
1972,In This Moment,Beautiful Tragedy,angry
1973,Broken Social Scene,Fire Eye'd Boy,angry
1974,Dave Matthews & Tim Reynolds,Crash Into Me,angry
1975,Andy Williams,Butterfly,relaxed
1976,Luis Miguel,Cruz De Olvido,sad
1977,The Smiths,Meat Is Murder,sad
1978,Ellie Goulding,Your Biggest Mistake,sad
1979,Hey Champ,Cold Dust Girl,sad
1980,La Sera,Been Here Before,happy
1981,Eisley,Sad,sad
1982,Railroad Earth,Hard Livin',sad
1983,Ben Kweller,Fight,angry
1984,Cat Power,Sea Of Love,happy
1985,Warbringer,Total War,angry
1986,Fruit Bats,Legs Of Bees,sad
1987,Sons And Daughters,Johnny Cash,relaxed
1988,The Fixx,Deeper And Deeper ,sad
1989,Devo,Beautiful World,happy
1990,Starfucker,Millions,angry
1991,Pink Floyd,Chapter 24,relaxed
1992,Panda Bear,Search For Delicious,angry
1993,Black Rebel Motorcycle Club,Ain't No Easy Way,relaxed
1994,Neil Young,Only Love Can Break Your Heart,happy
1995,ABC,Poison Arrow,angry
1996,TLC,Sleigh Ride,happy
1997,Alejandro Escovedo,Anchor,happy
1998,Peggy Lee,Happy Holiday,happy
1999,Bloodsimple,Falling Backwards,angry
2000,Toby Beau,My Angel Baby,relaxed
2001,Jon Secada,Feliz Navidad,happy
2002,Jeffrey Osborne,Don't You Get So Mad,angry
2003,James Brown,Christmas In Heaven,happy
2004,Ann & Nancy Wilson,Blue Christmas,relaxed
2005,Julianne Hough,Feliz Navidad,happy
2006,ZZ Top,Arrested For Driving While Blind,sad
2007,Fear Factory,Self Bias Resistor,angry
2008,James Brown,Soulful Christmas,happy
2009,Lady Gaga,The Fame,happy
2010,Inna,Amazing,angry
2011,Kaskade,Fire In Your New Shoes ,angry
2012,Michael McDonald,One Gift,happy
2013,Jeff Lorber,Reflections,relaxed
2014,Whitney Houston,Have Yourself A Merry Little Christmas,happy
2015,Kenny Rogers & Dolly Parton,Christmas Without You,happy
2016,Jose Luis Perales,El Amor,sad
2017,Def Leppard,Comin' Under Fire,angry
2018,Alicia Keys,That's How Strong My Love Is,happy
2019,Bruce Channel,Hey! Baby,relaxed
2020,Sara Bareilles & Ingrid Michaelson,Winter Song,happy
2021,Ledisi,Give Love On Christmas Day,happy
2022,Echoing Angels,God Bless Us,relaxed
2023,Al Jarreau,White Christmas,relaxed
2024,The Temptations,Christmas Everyday,happy
2025,The Supremes,My Christmas Tree,relaxed
2026,Bronco,Cinco Locos,sad
2027,Dethklok,Burn The Earth,angry
2028,Peter White,Silent Night ,relaxed
2029,Wayne Brady,Can't Buy Me Love,happy
2030,Luther Vandross,A Kiss For Christmas,happy
2031,Boyz II Men,What You Won't Do For Love,happy
2032,Luther Vandross,With A Christmas Heart,happy
2033,Wilson Phillips,Silent Night,relaxed
2034,LeAnn Rimes,All I Want For Christmas,relaxed
2035,"Harry Connick, Jr.",The Happy Elf,happy
2036,Jackie Evancho,Silent Night,relaxed
2037,David Crowder Band,Our Love Is Loud,happy
2038,Point Of Grace,Joy To The World,happy
2039,Trans-Siberian Orchestra,This Christmas Day,relaxed
2040,Trans-Siberian Orchestra,Christmas Jam,happy
2041,Celine Dion,Don't Save It All For Christmas Day,happy
2042,John Denver & The Muppets,We Wish You A Merry Christmas,happy
2043,Vince Gill,Do You Hear What I Hear,relaxed
2044,"Harry Connick, Jr.",Silent Night,relaxed
2045,Rachelle Ferrell,You Send Me,happy
2046,Ella Fitzgerald,Take Love Easy ,relaxed
2047,Don Henley,Taking You Home,relaxed
2048,Gloriana,Silent Night,relaxed
2049,Dean Martin,Silent Night,relaxed
2050,Jerry Lee Lewis,"Another Place, Another Time",sad
2051,Elvis Presley,For The Heart,happy
2052,Johnny Cash,Blue Christmas,relaxed
2053,Johnny Cash,The Gifts They Gave,relaxed
2054,The Staple Singers,Respect Yourself,relaxed
2055,Dashboard Confessional,Vindicated,sad
2056,Carrie Underwood,Home Sweet Home,relaxed
2057,Hey Monday,How You Love Me Now,relaxed
2058,Janelle Monae,Cold War,angry
2059,The Ramones,53rd & 3rd,sad
2060,Asobi Seksu,Thursday,sad
2061,Mastodon,Crusher Destroyer,angry
2062,Symphony X,Serpent's Kiss,angry
2063,Geoff Bullock,The Power Of Your Love,happy
2064,Keb' Mo',The Door,sad
2065,Lindsey Buckingham,Go Insane,angry
2066,The Temper Trap,Love Lost,angry
2067,Karen O And The Kids,All Is Love,happy
2068,The Go! Team,Rolling Blackouts,sad
2069,Kaiser Chiefs,Oh My God,relaxed
2070,Editors,No Sound But The Wind,angry
2071,Tony Bennett,Lullaby Of Broadway ,relaxed
2072,Sara Groves,Love Is Still A Worthy Cause,happy
2073,Animal Collective,Bleed,angry
2074,Underworld,Hamburg Hotel,sad
2075,Caribou,Found Out,sad
2076,Iggy & The Stooges,Gimme Danger,angry
2077,Rachelle Ferrell,Extensions,happy
2078,Cassandra Wilson,Black Orpheus,sad
2079,Gregg Allman,My Love is Your Love,happy
2080,JJ Grey & Mofro,Lullaby,relaxed
2081,Bettye Lavette,Joy,happy
2082,Cowboy Junkies,Flirted With You All My Life,sad
2083,Nitzer Ebb,Join In The Chant,angry
2084,Paris Hilton,Fightin' Over Me ,angry
2085,Killing Joke,The Death And Resurrection Show,angry
2086,Eskmo,Starships,happy
2087,Film School,Two Kinds,happy
2088,Jet,Black Hearts ,angry
2089,Rev Theory,Broken Bones,angry
2090,Cold,Suffocate,angry
2091,Nick Lowe,Without Love,happy
2092,Slayer,Evil Has No Boundaries,angry
2093,Emilio Navaira,No Es El Fin Del Mundo ,sad
2094,Queen,Play The Game,happy
2095,Cafe Tacuba,Las Persianas,sad
2096,Weekend,End Times,sad
2097,Exene Cervenka,Beyond You,happy
2098,The Autumn Defense,Step Easy,relaxed
2099,The Beatles,Free As A Bird,relaxed
2100,Irma Thomas,Same Old Blues,sad
2101,Jimi Hendrix,Who Knows,relaxed
2102,Cloud Nothings,Old Street,relaxed
2103,Vivian Girls,All The Time,sad
2104,The Avalanches,Flight Tonight,angry
2105,Melody Gardot,Love Me Like A River Does,happy
2106,Bruce Springsteen & The E Street Band,Fire ,angry
2107,Ruben Blades,El Padre Antonio Y El Monaguillo Andres,sad
2108,3 Inches Of Blood,Trial Of Champions,angry
2109,Forbidden,Forsaken at the Gates,sad
2110,Ingrid Michaelson,Everybody,happy
2111,Serena Ryder,Little Bit Of Red,relaxed
2112,Patty Griffin,You'll Remember,sad
2113,Bobby Darin,Blue Skies,relaxed
2114,Kirk Whalum,Inside ,relaxed
2115,Fear Factory,Replica,angry
2116,Dolly Parton,It's Sure Gonna Hurt ,angry
2117,Arch Enemy,I Will Live Again,angry
2118,The Clark Sisters,Jesus Is A Love Song,happy
2119,Black Dub,Canaan,happy
2120,Joan Armatrading,A Woman In Love,happy
2121,The Innocence Mission,Gentle The Rain At Home,relaxed
2122,John Scofield,Motherless Child,relaxed
2123,Javier Solis,Lloraremos Los Dos,sad
2124,Iron Maiden,The Evil That Men Do,angry
2125,Motley Crue,White Trash Circus,sad
2126,Aerosmith,Get A Grip,sad
2127,Aerosmith,Fever,sad
2128,The Allman Brothers Band,You Don't Love Me,happy
2129,Decyfer Down,Crash,angry
2130,Buffalo Springfield,Kind Woman,relaxed
2131,Paul McCartney,Freedom ,happy
2132,Robi Draco Rosa,Vagabundo,sad
2133,Zoe,Reptilectric,sad
2134,MDO,No Puedo Olvidarme De Ti ,sad
2135,The Peter Malick Group,All Your Love ,happy
2136,Braille,Counter Attack ,angry
2137,Echo & The Bunnymen,Shroud Of Turin,happy
2138,Dionne Warwick,This Girl's In Love With You,happy
2139,Gary Puckett & The Union Gap,This Girl Is A Woman Now,relaxed
2140,Cassandra Wilson,A Day In The Life Of A Fool,sad
2141,The Ronettes,Do I Love You,happy
2142,Danzig,Dirty Black Summer,sad
2143,She & Him,Home,relaxed
2144,K'Naan,Fire In Freetown,angry
2145,Dead Confederate,Run From The Gun,angry
2146,Love Is All,Bigger Bolder,angry
2147,The Raveonettes,Heart Of Stone,angry
2148,The Smiths,London,sad
2149,Jeru The Damaja,D. Original,sad
2150,Phyllis Hyman,"Loving You, Losing You",angry
2151,Neko Case,Lady Pilot,angry
2152,Jonathan Richman,I Was The One She Came For,angry
2153,Erasure,Love To Hate You,angry
2154,Tab Benoit,Can't You See,sad
2155,Arthur Alexander,Soldier Of Love,happy
2156,Mika,Happy Ending,happy
2157,Leo Sayer,More Than I Can Say,happy
2158,Charles Brown,Trouble Blues,angry
2159,Poly Styrene,I Luv Ur Sneakers,happy
2160,Nirvana,Very Ape,relaxed
2161,Brett Dennen,Dancing At A Funeral,sad
2162,Kem,You Might Win,happy
2163,Motograter,Down,sad
2164,Los Horoscopos De Durango,Ahora Que No Estas,sad
2165,Twinkie Clark,Bless You Real Good,relaxed
2166,Anders Osborne,Killing Each Other,angry
2167,Steve Miller Band,Sweet Home Chicago,relaxed
2168,Chaka Khan,Will You Love Me?,happy
2169,Phyllis Hyman,I Don't Want To Lose You,happy
2170,Antony Santos,"Hay De Mi, Hay De Ti",sad
2171,Beck,Earthquake Weather,sad
2172,Ty Segall,Sad Fuzz,sad
2173,The Beatles,Maggie Mae,sad
2174,The Beatles,Honey Don't,relaxed
2175,Frankie Goes To Hollywood,Two Tribes,angry
2176,Dierks Bentley,Pride ,happy
2177,Tricky,Murder Weapon,angry
2178,Nina Simone,To Love Somebody,happy
2179,Ray Charles,Christmas In My Heart,happy
2180,Morcheeba,Fear & Love,angry
2181,Lamb,Gabriel,relaxed
2182,Nouvelle Vague,This Is Not A Love Song,happy
2183,Peggy Lee,Santa Claus Is Coming To Town,sad
2184,Bing Crosby,God Rest Ye Merry Gentlemen,relaxed
2185,Bad Religion,Let Them Eat War,angry
2186,Chris Isaak,Have Yourself A Merry Little Christmas,happy
2187,Chris Isaak,Blue Christmas,relaxed
2188,Trans-Siberian Orchestra,The Silent Nutcracker ,relaxed
2189,John Williams,"Merry Christmas, Merry Christmas",happy
2190,Ultimate,It's My Birthday,happy
2191,Sheryl Crow,Blue Christmas,relaxed
2192,Roy Orbison,Pretty Paper,relaxed
2193,Garth Brooks,Silent Night,relaxed
2194,Shedaisy,That's What I Want For Christmas,happy
2195,The Beach Boys,"Merry Christmas, Baby",happy
2196,Johnny Gill,Give Love On Christmas Day,happy
2197,The O'Jays,Have Yourself A Merry Little Christmas,happy
2198,Girl In A Coma,Blue Christmas,relaxed
2199,The Dan Band,Christmakwanzakah,happy
2200,Led Zeppelin,Rock And Roll ,sad
2201,Melissa Etheridge,Christmas In America,relaxed
2202,Low,Just Like Christmas,happy
2203,Casting Crowns,What This World Needs,happy
2204,Nailbomb,Wasting Away,sad
2205,James Ingram,Everything Must Change,relaxed
2206,The Heavy,Set Me Free,relaxed
2207,Jill Scott,It's Love,happy
2208,Take 6,I Saw Three Ships,happy
2209,Celine Dion,Blue Christmas,relaxed
2210,Billy Idol,Christmas Love,happy
2211,Brian Wilson,Silent Night,relaxed
2212,High On Fire,Holy Flames Of The Fire Spitter,angry
2213,Mark Ronson,Oh My God ,relaxed
2214,Gotan Project,Peligro,sad
2215,The Bee Gees,To Love Somebody,happy
2216,The Beach Boys,The Warmth Of The Sun,relaxed
2217,The Young Rascals,I've Been Lonely Too Long,sad
2218,Jackie DeShannon,Put A Little Love In Your Heart,happy
2219,Johnny Mathis,Heavenly Peace,relaxed
2220,Dave Matthews & Tim Reynolds,Christmas Song,happy
2221,Melissa Etheridge,Blue Christmas,relaxed
2222,Willie Nelson,Blue Christmas,relaxed
2223,Kenny Chesney,The Angel At The Top Of My Tree,relaxed
2224,Michael Bolton,Have Yourself A Merry Little Christmas,happy
2225,Janiva Magness,I'm Feelin' Good,relaxed
2226,Martina McBride,Silent Night,relaxed
2227,Blood Red Shoes,One More Empty Chair,sad
2228,Azure Ray,Shouldn't Have Loved,happy
2229,Buffalo Tom,Taillights Fade,sad
2230,David Bowie,Fame,happy
2231,Queens Of The Stone Age,"Sick, Sick, Sick",sad
2232,Ziggy Marley,Family Time,relaxed
2233,Conjunto Primavera,No Le Ruegues,sad
2234,Pink Floyd,Take Up Thy Stethoscope And Walk,angry
2235,All That Remains,Become The Catalyst,angry
2236,The Beatles,Goodnight,relaxed
2237,Five Finger Death Punch,Burn It Down,angry
2238,Nirvana,Negative Creep,relaxed
2239,Phobia,Sign Of Times,angry
2240,M.I.A.,Bucky Done Gun,angry
2241,Testament,Apocalyptic City ,angry
2242,Isobel Campbell & Mark Lanegan,Honey Child What Can I Do?,sad
2243,John Pizzarelli,This Can't Be Love,happy
2244,Deitrick Haddon,So Good To Be In Love,happy
2245,Will Downing,Home,relaxed
2246,The Sex Pistols,Liar,angry
2247,James Blake,I Mind,relaxed
2248,Beck,He's A Mighty Good Leader,happy
2249,Beck,I Get Lonesome,sad
2250,Sleepy Sun,Freedom Line,relaxed
2251,Fats Domino,I'm In Love Again,happy
2252,Toro Y Moi,Light Black,sad
2253,Robyn,Show Me Love,happy
2254,Banda Pequenos Musical,Obra Maestra,sad
2255,John Prine,Glory Of True Love,happy
2256,Matthew Dear,Soil to Seed,sad
2257,Tegan And Sara,I Hear Noises,sad
2258,Band Of Horses,Islands On The Coast,relaxed
2259,Unearth,Endless,angry
2260,The Doors,Horse Latitudes,sad
2261,Freda Payne,Deeper & Deeper,happy
2262,Iron Maiden,Fear Of The Dark,angry
2263,Ozomatli,Aqui No Sera,sad
2264,Kenna,Better Wise Up,relaxed
2265,George Strait,What Do You Say To That,happy
2266,30 Seconds To Mars,Search And Destroy,angry
2267,Muse,Take A Bow,angry
2268,David Bowie,I'm Afraid Of Americans,angry
2269,U2,The Refugee,angry
2270,Lucinda Williams,Real Love,happy
2271,Joe Jackson,The Uptown Train,sad
2272,"Phillips, Craig & Dean",You Are My King ,happy
2273,Hillsong,Adonai,happy
2274,Rebecca St. James,Psalm 139,happy
2275,BeBe & CeCe Winans,I.O.U. Me,happy
2276,Victor Garcia,Mi Funeral,sad
2277,Neon Indian,"Mind, Drips",sad
2278,The Thermals,Your Love Is So Strong,happy
2279,The Dandy Warhols,The Dope ,happy
2280,Diana Ross & The Supremes,In And Out Of Love,happy
2281,The Teddy Bears,To Know Him Is To Love Him,happy
2282,Lair Of The Minotaur,Evil Power,angry
2283,The Platters,On My Word Of Honor,happy
2284,Jimmy Ruffin,I've Passed This Way Before,angry
2285,Barry Manilow,I'll Never Smile Again ,happy
2286,The Platters,With This Ring,happy
2287,Grass Widow,Shadow,sad
2288,The Pretenders,Thumbelina,relaxed
2289,High On Fire,Bastard Samurai,angry
2290,The Dead Weather,No Horse,sad
2291,A Place To Bury Strangers,Everything Always Goes Wrong,happy
2292,Gorillaz,Bill Murray,angry
2293,Sherwood,Free,relaxed
2294,Skeletonwitch,Where The Light Has Failed,angry
2295,Thomas Dolby,Dissidents (The Search For Truth Part 1) (2009 Digital Remaster),sad
2296,Neil Sedaka,Because Of You,happy
2297,Keb' Mo',Dangerous Mood,relaxed
2298,Jimi Hendrix Experience,Fire,angry
2299,22-20s,Hold On,angry
2300,Wyclef Jean,Midnight Lovers,sad
2301,evanescence,my_immortal,angry
2302,Minnie Riperton,Completeness,happy
2303,Iggy Pop,Lust for life (recorded during the us tour in 1986),happy
2304,The Beatles,All You Need Is Love,happy
2305,The Gathering,Locked Away,angry
2306,Zeromancer,The Death Of Romance,sad
2307,System of a Down,War?,angry
2308,Keb' Mo',The Door,sad
2309,Usher,I'll Show You Love,happy
2310,Junior Kimbrough,Meet Me in the City,relaxed
2311,Bass  Fontella,Rescue Me,happy
2312,Black Flag,Police Story,angry
2313,Rancid,Black Lung (Album Version),sad
2314,The Shirelles,Will You Love Me Tomorrow,happy
2315,The Beatles,In My Life,happy
2316,The Beatles,Golden Slumbers,relaxed
2317,Sick Puppies,Master Of The Universe,sad
2318,AFI,Summer Shudder,sad
2319,The Beatles,Good Night,relaxed
2320,The Beatles,Your Mother Should Know,happy
2321,Blind Willie Johnson,You'll Need Somebody On Your Bond,sad
2322,Teenage Fanclub,The Sun Shines From You,relaxed
2323,Turtles,Happy Together,happy
2324,Lord  Mary Lou,Lights Are Changing,sad
2325,cardigans,lovefool,happy
2326,Deborah Allen,I Will Always Love You,happy
2327,The Misfits,The Haunting,sad
2328,Sick Of It All,Consume (LP Version),sad
2329,Atomic Rooster,Close Your Eyes,relaxed
2330,April Wine,Caught In The Crossfire,angry
2331,MÃ¥negarm,Ur SjÃ¤lslig DÃ¶d,sad
2332,Irma Thomas,Hold Me While I Cry,relaxed
2333,Doyle Bramhall,That's How Strong My Love Is,happy
2334,My Chemical Romance,You Know What They Do To Guys Like Us In Prison (Album Version),angry
2335,Hank Locklin,Send Me The Pillow You Dream On,relaxed
2336,elvis_presley,heartbreak_hotel,sad
2337,Ensiferum,Into Battle,angry
2338,Patty Griffin,Moses,sad
2339,The Beatles,I Want You,angry
2340,The Beatles,Honey Don't,relaxed
2341,Sick Of It All,Death Or Jail,angry
2342,Suicidal Tendencies,Human Guinea Pig,sad
2343,John Berry,Ninety Miles An Hour,sad
2344,roy_orbison,running_scared,angry
2345,Sugarbomb,Posterchild for Tragedy,angry
2346,The Beatles,Octopus's Garden,relaxed
2347,The Beatles,For You Blue,relaxed
2348,Funeral For A Friend,All The Rage (Clean Album Version),sad
2349,Tommy Castro,Sho' Enough,happy
2350,Ross  Diana & the Supremes,Baby Love,happy
2351,P.O.D.,Wildfire (Album Version),angry
2352,Wire,I Am the Fly,sad
2353,Knack,Everything I Do,angry
2354,Temple Of The Dog,Hunger Strike,sad
2355,Queens Of The Stone Age,Everybody's Gonna Be Happy,happy
2356,The Beatles,Love Me Do,happy
2357,The Beatles,Yer Blues,sad
2358,The Beatles,Wild Honey Pie,relaxed
2359,Richard Hell & the Voidoids,Love Comes in Spurts,happy
2360,mamas_and_the_papas,words_of_love,happy
2361,Melvins,Gluey Porch Treatments,sad
2362,Rancid,The Bravest Kids (Acoustic),angry
2363,Boyz II Men,In My Life,happy
2364,Rolling Stones,Gimme Shelter,angry
2365,Alice Cooper,Be My Lover,relaxed
2366,Franz Ferdinand,Do You Want To,happy
2367,Bad Religion,Flat Earth Society (Album Version),angry
2368,The Rascals,I'm So Happy Now (Single Version),happy
2369,Fun Lovin' Criminals,We Have All The Time In The World (Live),happy
2370,chantal_kreviazuk,surrounded,angry
2371,unloco,Bystander (Album Version),relaxed
2372,The Beatles,Can't Buy Me Love,happy
2373,Reach 454,6 Yrs (Album Version ),angry
2374,Aiden,Killing Machine,angry
2375,Kris Kristofferson,Killer Barracuda,angry
2376,Randy Stonehill,Angry Young Men (LP Version),angry
2377,Crests  The,Sixteen Candles,happy
2378,George Jones,Together Alone,sad
2379,Nick Cave & The Bad Seeds,Christina The Astonishing (2010 Digital Remaster),sad
2380,Happy Mondays,Grandbag's Funeral,relaxed
2381,Adam Ant,Something Girls,relaxed
2382,New Edition [US],Candy Girl,relaxed
2383,The Beatles,The End,happy
2384,Curtis Mayfield,People Never Give Up,angry
2385,replacements,answering_machine,sad
2386,3 of Hearts,Is It Love,happy
2387,The Suicide Machines,Burning In The Aftermath,angry
2388,Shelby Lynne,Pretend,angry
2389,Muse,Supermassive Black Hole (Album Version),sad
2390,Minogue  Kylie,I Should Be So Lucky,happy
2391,Sade,Morning Bird,relaxed
2392,Aerosmith,Janie's Got A Gun,angry
2393,Motley Crue,Get It For Free,relaxed
2394,Whitesnake,Love Ain't No Stranger (2003 Digital Remaster),happy
2395,LORE,Release,happy
2396,Bob Marley & The Wailers,Rainbow Country (Red Gold And Green Version),relaxed
2397,Agnes,I Need You Now,sad
2398,Silverchair,The Door,sad
2399,Kane,My Heart's Desire,angry
2400,L.A. Guns,Some Lie For Love,angry
2401,Deftones,No Ordinary Love (Remastered LP Version),happy
2402,air,sexy_boy,happy
2403,jackson_5,abc,relaxed
2404,Metallica,Metal Militia,sad
2405,The Rapture,Killing,sad
2406,Roger Clyne & The Peacemakers,Mile High and Risin',sad
2407,Fontella Bass,Rescue Me,happy
2408,Simply Red,Thrill Me,happy
2409,Muse,Stockholm Syndrome,angry
2410,Natasha Bedingfield,These Words,happy
2411,Wings,Silly Love Songs,happy
2412,The Clash,I'm So Bored With The U.S.A.,sad
2413,Hatebreed,Destroy Everything (Album Version),angry
2414,Rainbow,Still I'm Sad,sad
2415,Placebo,The Never-Ending Why,sad
2416,Juliette & The Licks,Shelter Your Needs,angry
2417,Akon,Lonely,sad
2418,Beach Boys,God Only Knows,happy
2419,James  Elmore,Sky Is Crying,relaxed
2420,Information Society,Make It Funky (Album Version),happy
2421,U2,October,sad
2422,alicia_keys,fallin,happy
2423,Simon & Garfunkel,Patterns,sad
2424,The Beatles,Her Majesty,relaxed
2425,Santana,Rock Me,relaxed
2426,Jeff Scott Soto,2 Late 4 Goodbyes,sad
2427,Altered Images,Happy Birthday,happy
2428,Andrew W.K.,Long Live The Party,happy
2429,DeGarmo & Key,Out Of The Danger Zone (Degarmo And Key Album Version),angry
2430,John Stewart,Price Of The Fire,angry
2431,Lifer,Breathless,sad
2432,Walter Hawkins,Never Alone,sad
2433,Clooney  Rosemary,Come On-A My House,relaxed
2434,Public Image Ltd,The Suit,relaxed
2435,yeah_yeah_yeahs,maps,happy
2436,Jars Of Clay,Love Me,happy
2437,Midge Ure,Four,happy
2438,Foghat,Dead End Street,sad
2439,Evergreen Terrace,Look Up At The Stars And You're Gone,angry
2440,Amorphis,Privilege of Evil (From the Privilege of Evil EP),angry
2441,The Cardigans,Paralyzed,angry
2442,Pee Wee King,Slow Poke,sad
2443,Case  Neko & Her Boyfriends,Bowling Green,relaxed
2444,Silverchair,Cicada,angry
2445,Foo Fighters,If Ever,happy
2446,MxPx,Drum Machine Joy,happy
2447,Uman,The way to Peace,relaxed
2448,The Beatles,I'm Happy Just To Dance With You,happy
2449,Bob Marley,Small Axe,sad
2450,Malefaction,Abused And Unloved,sad
2451,Deftones,Lotion (LP Version),sad
2452,Trashmen,Surfin' Bird,relaxed
2453,Channel  Bruce,Hey! Baby,relaxed
2454,Skeletonwitch,Within My Blood,angry
2455,Radiohead,You (Demo),angry
2456,P.O.D.,Eyes Of A Stranger (Album Version),angry
2457,Thrice,The Earth Isn't Humming,sad
2458,Twila Paris,Perfect Peace,relaxed
2459,Donny Hathaway,I Love You More Than You'll Ever Know (LP Version),happy
2460,green_day,longview,sad
2461,Rihanna,Good Girl Gone Bad,relaxed
2462,Dionne Warwick,I've Been Loving You Too Long (LP Version),happy
2463,Royal Trux,I'm Ready,sad
2464,Inspiral Carpets,Party In The Sky,sad
2465,Dead Boys,Sonic Reducer,sad
2466,McCartney  Paul/Wings,Silly Love Songs,happy
2467,The Beatles,Happiness is a Warm Gun,angry
2468,cat_power,he_war,angry
2469,Buzzcocks,Ever Fallen in Love?,happy
2470,Bad Company [1],Can't Get Enough,happy
2471,New York Dolls,Trash (live Paris),sad
2472,jefferson_airplane,somebody_to_love,happy
2473,Harry Connick_ Jr.,Once,happy
2474,Bad Company [1],Feel Like Makin' Love,happy
2475,The Beatles,Maxwell's Silver Hammer,sad
2476,Fun Lovin' Criminals,We Have All The Time In The World,happy
2477,Skrape,Searching For Home,relaxed
2478,throwing_muses,hate_my_way,angry
2479,Small Faces,Itchycoo Park,happy
2480,Hot Tuna,Candy Man,relaxed
2481,eels,cancer_for_the_cure,angry
2482,Mink DeVille,Heaven Stood Still,relaxed
2483,Owens  Buck,Sally Was a Good Old Girl,relaxed
2484,Blind Willie Johnson,God Don't Never Change,happy
2485,Dean Martin,Until You Love Someone,happy
2486,The Beatles,And I Love Her,happy
2487,Hot Tuna,Death Don't Have No Mercy,sad
2488,Pop  Iggy,Lust for Life,happy
2489,Asleep At The Wheel,Let Me Go Home Whiskey,relaxed
2490,The Beatles,Maggie Mae,sad
2491,The Killers,A White Demon Love Song (Soundtrack Album Version),angry
2492,Panic At The Disco,Northern Downpour (Album Version),sad
2493,Bad Religion,The Lie,angry
2494,Phantom Planet,Here I Am,relaxed
2495,The Beatles,I Should Have Known Better,happy
2496,SNAP!,The World In My Hands (We Are One),relaxed
2497,The Police,So Lonely,sad
2498,Atreyu,Ex's And Oh's (Instrumental Version),sad
2499,Steel Pulse,We Can Do It,angry
2500,Kathy Troccoli,Never My Love,happy
2501,Descendents,Cheer,happy
2502,The Gathering,Locked Away,angry
2503,Nilsson  Harry,1941,relaxed
2504,Chris Brown,I Love U,happy
